,cue,association,explanation,relation,WorkerId
1758,jungle,book,"rudyard kipling wrote ""the jungle book.""",Common-Phrase,8
1759,jungle,exotic,the jungle sounds very exotic.,HasProperty,10
1760,jungle,exotic,the jungle sounds very exotic.,HasProperty,9
1761,jungle,exotic,the jungle sounds very exotic.,HasProperty,5
1762,jungle,exotic,the jungle sounds very exotic.,HasProperty,4
1763,jungle,exotic,the jungle sounds very exotic.,Emotion-Evaluation,7
1764,jungle,exotic,the jungle sounds very exotic.,HasProperty,3
1765,junior,schwarzenegger,"arnold schwarzenegger starred in a movie called ""junior""",Thematic,10
1766,junior,schwarzenegger,"arnold schwarzenegger starred in a movie called ""junior""",Thematic,9
1767,junior,schwarzenegger,"arnold schwarzenegger starred in a movie called ""junior""",PartOf,6
1768,junior,schwarzenegger,"arnold schwarzenegger starred in a movie called ""junior""",Thematic,3
1769,junior,schwarzenegger,"arnold schwarzenegger starred in a movie called ""junior""",Thematic,8
1770,junior,schwarzenegger,"arnold schwarzenegger starred in a movie called ""junior""",Action,5
1771,laughter,kids,laughter is often heard when many kids are together.,Thematic,10
1772,laughter,kids,laughter is often heard when many kids are together.,Action,9
1773,laughter,kids,laughter is often heard when many kids are together.,Has-Prerequisite,5
1774,laughter,kids,laughter is often heard when many kids are together.,Action,8
1775,laughter,kids,laughter is often heard when many kids are together.,Result-In,4
1776,laughter,kids,laughter is often heard when many kids are together.,Thematic,3
1777,laughter,playground,much laughter can be heard on a playground.,Location,8
1778,laughter,playground,much laughter can be heard on a playground.,Location,5
1779,laughter,playground,much laughter can be heard on a playground.,Location,3
1780,laughter,playground,much laughter can be heard on a playground.,Location,6
1781,leaves,autumn,part of what makes autumn my favorite season is getting to view the beautiful leaves.,Time,4
1782,leaves,autumn,autumn is the time of year when leaves fall from the trees.,Time,8
1783,leaves,autumn,autumn is the time of year when leaves fall from the trees.,Time,5
1784,leaves,autumn,part of what makes autumn my favorite season is getting to view the beautiful leaves.,Emotion-Evaluation,5
1785,leaves,autumn,the leaves started to fall in autumn,Time,4
1786,leaves,autumn,autumn is the time of year when leaves fall from the trees.,Time,4
1787,leaves,autumn,autumn is the time of year when leaves fall from the trees.,Time,3
1788,leaves,autumn,the leaves started to fall in autumn,Time,5
1789,leaves,autumn,the leaves started to fall in autumn,Time,3
1790,leaves,autumn,the leaves started to fall in autumn,Time,7
1791,leaves,autumn,part of what makes autumn my favorite season is getting to view the beautiful leaves.,Time,7
1792,leaves,autumn,part of what makes autumn my favorite season is getting to view the beautiful leaves.,Time,3
1793,leaving,denver,"john denver wrote a song called ""leaving on a jet plane.""",Thematic,4
1794,leaving,denver,"john denver wrote a song called ""leaving on a jet plane.""",Thematic,7
1795,leaving,denver,"john denver wrote a song called ""leaving on a jet plane.""",Thematic,2
1796,legal,case,a case could be legal or not.,HasProperty,10
1797,legal,case,a case could be legal or not.,HasProperty,9
1798,legal,case,a case could be legal or not.,HasProperty,5
1799,legal,case,a case could be legal or not.,Thematic,8
1800,legal,case,a case could be legal or not.,HasProperty,1
1801,legal,case,a case could be legal or not.,Category-Exemplar-Pairs,4
1802,legal,case,a case could be legal or not.,Category-Exemplar-Pairs,3
1803,lesson,learn,i always learn the good lesson,Action,10
1804,lesson,learn,"in my afternoon lesson, i learned a great deal.",Location,10
1805,lesson,learn,to know a lesson you have to learn about it,Has-Prerequisite,10
1806,lesson,learn,you go to school so that you can learn lessons.,Action,10
1807,lesson,learn,i always learn the good lesson,Action,9
1808,lesson,learn,"in my afternoon lesson, i learned a great deal.",Time,9
1809,lesson,learn,to know a lesson you have to learn about it,Has-Prerequisite,9
1810,lesson,learn,you go to school so that you can learn lessons.,Action,9
1811,lesson,learn,you go to school so that you can learn lessons.,Action,3
1812,lesson,learn,"in my afternoon lesson, i learned a great deal.",Function,3
1813,lesson,learn,to know a lesson you have to learn about it,Function,8
1814,lesson,learn,i always learn the good lesson,Action,4
1815,lesson,learn,"in my afternoon lesson, i learned a great deal.",Location,4
1816,lesson,learn,"in my afternoon lesson, i learned a great deal.",Result-In,8
1817,lesson,learn,to know a lesson you have to learn about it,Action,4
1818,lesson,learn,to know a lesson you have to learn about it,Has-Prerequisite,5
1819,lesson,learn,"in my afternoon lesson, i learned a great deal.",Location,5
1820,lesson,learn,i always learn the good lesson,Action,5
1821,lesson,learn,i always learn the good lesson,Result-In,8
1822,lesson,learn,you go to school so that you can learn lessons.,Result-In,8
1823,lesson,learn,to know a lesson you have to learn about it,Function,3
1824,lesson,learn,you go to school so that you can learn lessons.,Action,4
1825,lesson,learn,you go to school so that you can learn lessons.,Common-Phrase,5
1826,lesson,learn,i always learn the good lesson,Result-In,3
1827,liberty,freedom,"we have the freedom here to speak freely, so our liberty is very important.",Has-Prerequisite,7
1828,liberty,freedom,"we have the freedom here to speak freely, so our liberty is very important.",Synonym,4
1829,liberty,freedom,liberty means having freedom to do what you like.,Synonym,4
1830,liberty,freedom,"we have the freedom here to speak freely, so our liberty is very important.",Has-Prerequisite,5
1831,liberty,freedom,people believe in liberty and freedom.,Synonym,6
1832,liberty,freedom,liberty means having freedom to do what you like.,Synonym,3
1833,liberty,freedom,liberty means having freedom to do what you like.,Has-Prerequisite,5
1834,liberty,freedom,liberty means having freedom to do what you like.,Category-Exemplar-Pairs,8
1835,liberty,freedom,people believe in liberty and freedom.,Synonym,8
1836,liberty,freedom,people believe in liberty and freedom.,Synonym,3
1837,liberty,freedom,"we have the freedom here to speak freely, so our liberty is very important.",Has-Prerequisite,3
1838,liberty,freedom,people believe in liberty and freedom.,Members-of-the-same-Category,5
1839,lieutenant,army,the lieutenant had served in the army for ten years,PartOf,10
1840,lieutenant,army,the lieutenant in the army made a risky decision,PartOf,10
1841,lieutenant,army,the lieutenant was enlisted in the army.,PartOf,10
1842,lieutenant,army,the lieutenant had served in the army for ten years,PartOf,9
1843,lieutenant,army,the lieutenant in the army made a risky decision,PartOf,9
1844,lieutenant,army,the lieutenant was enlisted in the army.,PartOf,9
1845,lieutenant,army,the lieutenant was enlisted in the army.,PartOf,3
1846,lieutenant,army,the lieutenant was enlisted in the army.,PartOf,8
1847,lieutenant,army,the lieutenant in the army made a risky decision,PartOf,7
1848,lieutenant,army,the lieutenant in the army made a risky decision,Location,4
1849,lieutenant,army,the lieutenant had served in the army for ten years,Category-Exemplar-Pairs,4
1850,lieutenant,army,the lieutenant was enlisted in the army.,Action,4
1851,lieutenant,army,the lieutenant had served in the army for ten years,Time,5
1852,lieutenant,army,the lieutenant was enlisted in the army.,Category-Exemplar-Pairs,5
1853,lieutenant,army,the lieutenant had served in the army for ten years,PartOf,3
1854,lieutenant,army,the lieutenant had served in the army for ten years,PartOf,8
1855,lieutenant,army,the lieutenant in the army made a risky decision,PartOf,3
1856,lieutenant,army,the lieutenant in the army made a risky decision,Action,5
1857,lieutenant,officer,a lieutenant is a commissioned officer in the armed forces.,Category-Exemplar-Pairs,10
1858,lieutenant,officer,a lieutenant is a commissioned officer in the armed forces.,Category-Exemplar-Pairs,9
1859,lieutenant,officer,a lieutenant is a commissioned officer in the armed forces.,Synonym,4
1860,lieutenant,officer,a lieutenant is a commissioned officer in the armed forces.,Synonym,2
1861,lieutenant,officer,a lieutenant is a commissioned officer in the armed forces.,Category-Exemplar-Pairs,8
1862,lieutenant,officer,a lieutenant is a commissioned officer in the armed forces.,Members-of-the-same-Category,5
1863,lieutenant,substitute,the lieutenant is a substitute for the captain.,Function,5
1864,lieutenant,substitute,the lieutenant is a substitute for the captain.,Function,4
1865,lieutenant,substitute,the lieutenant is a substitute for the captain.,Function,3
1866,lieutenant,substitute,the lieutenant is a substitute for the captain.,Function,8
1867,listening,friend,a friend is a person you can turn to when you need someone to listen.,Action,6
1868,listening,friend,a friend is a person you can turn to when you need someone to listen.,Action,8
1869,listening,friend,a friend is a person you can turn to when you need someone to listen.,Action,2
1870,listening,friend,a friend is a person you can turn to when you need someone to listen.,Function,5
1871,lobby,space,a lobby is a large space for waiting.,Category-Exemplar-Pairs,10
1872,lobby,space,a lobby is a large space for waiting.,Category-Exemplar-Pairs,9
1873,lobby,space,a lobby is a large space for waiting.,Category-Exemplar-Pairs,3
1874,lobby,space,a lobby is a large space for waiting.,Function,4
1875,lobby,space,a lobby is a large space for waiting.,Synonym,5
1876,lobby,space,a lobby is a large space for waiting.,Location,7
1877,lonely,alone,"even if you are lonely, you do not need to be alone.",Thematic,10
1878,lonely,alone,the god looked lonely as she was all alone.,Emotion-Evaluation,10
1879,lonely,alone,"even if you are lonely, you do not need to be alone.",Category-Exemplar-Pairs,9
1880,lonely,alone,the god looked lonely as she was all alone.,Thematic,9
1881,lonely,alone,"even if you are lonely, you do not need to be alone.",Emotion-Evaluation,3
1882,lonely,alone,when you are alone you can become lonely.,Emotion-Evaluation,7
1883,lonely,alone,the god looked lonely as she was all alone.,Thematic,7
1884,lonely,alone,the god looked lonely as she was all alone.,Emotion-Evaluation,4
1885,lonely,alone,the god looked lonely as she was all alone.,Result-In,5
1886,lonely,alone,"even if you are lonely, you do not need to be alone.",Result-In,6
1887,lonely,alone,when you are alone you can become lonely.,Result-In,5
1888,lonely,alone,when you are alone you can become lonely.,Emotion-Evaluation,3
1889,lonely,alone,when you are alone you can become lonely.,Emotion-Evaluation,4
1890,lonely,alone,the god looked lonely as she was all alone.,Emotion-Evaluation,3
1891,lonely,depressed,when you become too lonely you will probably be depressed as well.,Emotion-Evaluation,4
1892,lonely,depressed,when you become too lonely you will probably be depressed as well.,Result-In,7
1893,lonely,depressed,when you become too lonely you will probably be depressed as well.,Result-In,5
1894,lonely,depressed,when you become too lonely you will probably be depressed as well.,Result-In,2
1895,loosen,release,if you loosen a knot it releases.,Action,6
1896,loosen,release,if you loosen a knot it releases.,Result-In,8
1897,loosen,release,if you loosen a knot it releases.,Result-In,5
1898,loosen,release,if you loosen a knot it releases.,Result-In,2
1899,lord,god,"the lord is seen as the father, the son, and the only spirit, which means god.",Synonym,7
1900,lord,god,god is the lord of the universe.,Synonym,8
1901,lord,god,god is the lord of the universe.,Thematic,5
1902,lord,god,"the lord is seen as the father, the son, and the only spirit, which means god.",Members-of-the-same-Category,5
1903,lord,god,lord is used to refer to god in prayer.,Synonym,4
1904,lord,god,"the lord is seen as the father, the son, and the only spirit, which means god.",PartOf,6
1905,lord,god,lord is used to refer to god in prayer.,Synonym,3
1906,lord,god,"the lord is seen as the father, the son, and the only spirit, which means god.",Synonym,3
1907,lord,god,lord is used to refer to god in prayer.,Synonym,8
1908,lord,god,god is the lord of the universe.,Synonym,3
1909,lord,god,god is the lord of the universe.,Synonym,6
1910,lover,doris,"""lover come back"" is a movie with doris day and rock hudson.",Category-Exemplar-Pairs,5
1911,lover,doris,"""lover come back"" is a movie with doris day and rock hudson.",Thematic,7
1912,lover,doris,"""lover come back"" is a movie with doris day and rock hudson.",PartOf,6
1913,lover,doris,"""lover come back"" is a movie with doris day and rock hudson.",Thematic,2
1914,lover,simon,"paul simon wrote a song called ""50 ways to leave your lover.""",Thematic,2
1915,lover,simon,"paul simon wrote a song called ""50 ways to leave your lover.""",Has-Prerequisite,6
1916,lover,simon,"paul simon wrote a song called ""50 ways to leave your lover.""",Thematic,7
1917,lover,simon,"paul simon wrote a song called ""50 ways to leave your lover.""",Action,5
1918,loving,caretaker,caretakers act very loving towards their children.,Action,4
1919,loving,caretaker,caretakers act very loving towards their children.,Action,8
1920,loving,caretaker,caretakers act very loving towards their children.,Emotion-Evaluation,2
1921,loving,caretaker,caretakers act very loving towards their children.,Emotion-Evaluation,5
1922,loving,tender,everyone should try to be loving and tender to their family.,Members-of-the-same-Category,10
1923,loving,tender,everyone should try to be loving and tender to their family.,Members-of-the-same-Category,9
1924,loving,tender,everyone should try to be loving and tender to their family.,Members-of-the-same-Category,5
1925,loving,tender,everyone should try to be loving and tender to their family.,Members-of-the-same-Category,4
1926,loving,tender,everyone should try to be loving and tender to their family.,Thematic,3
1927,loving,tender,everyone should try to be loving and tender to their family.,Synonym,8
1928,magazine,celebrities,celebrities usually cover the pages of magazines.,Location,10
1929,magazine,celebrities,celebrities usually cover the pages of magazines.,Location,9
1930,magazine,celebrities,celebrities usually cover the pages of magazines.,Thematic,7
1931,magazine,celebrities,celebrities usually cover the pages of magazines.,Action,4
1932,magazine,celebrities,celebrities usually cover the pages of magazines.,PartOf,3
1933,magazine,celebrities,celebrities usually cover the pages of magazines.,PartOf,5
1934,magazine,vogue,vogue is an american fashion and lifestyle magazine.,Category-Exemplar-Pairs,7
1935,magazine,vogue,vogue is an american fashion and lifestyle magazine.,Category-Exemplar-Pairs,4
1936,magazine,vogue,vogue is an american fashion and lifestyle magazine.,Category-Exemplar-Pairs,3
1937,majority,most,majority is another way to say most.,Synonym,2
1938,majority,most,majority is another way to say most.,Synonym,6
1939,majority,most,majority is another way to say most.,Synonym,5
1940,majority,most,majority is another way to say most.,Synonym,7
1941,makeup,beautiful,i wear makeup in the morning to look more beautiful.,Result-In,2
1942,makeup,beautiful,i wear makeup in the morning to look more beautiful.,Function,8
1943,makeup,beautiful,i wear makeup in the morning to look more beautiful.,Emotion-Evaluation,6
1944,makeup,beautiful,i wear makeup in the morning to look more beautiful.,Function,5
1945,makeup,colorful,some makeup has colorful shades.,HasProperty,4
1946,makeup,colorful,some makeup has colorful shades.,HasProperty,5
1947,makeup,colorful,some makeup has colorful shades.,HasProperty,2
1948,makeup,colorful,some makeup has colorful shades.,HasProperty,7
1949,melted,chocolate,chocolate must be melted to make candy.,Action,10
1950,melted,chocolate,"to make candy, the chocolate must be melted.",Action,10
1951,melted,chocolate,chocolate must be melted to make candy.,Action,9
1952,melted,chocolate,"to make candy, the chocolate must be melted.",Action,9
1953,melted,chocolate,chocolate must be melted to make candy.,HasProperty,8
1954,melted,chocolate,i melted the chocolate to make candy.,HasProperty,8
1955,melted,chocolate,chocolate must be melted to make candy.,Function,4
1956,melted,chocolate,i melted the chocolate to make candy.,Action,5
1957,melted,chocolate,chocolate must be melted to make candy.,Action,5
1958,melted,chocolate,"to make candy, the chocolate must be melted.",Result-In,5
1959,melted,chocolate,"to make candy, the chocolate must be melted.",Has-Prerequisite,4
1960,melted,chocolate,"to make candy, the chocolate must be melted.",Action,3
1961,melted,chocolate,i melted the chocolate to make candy.,Action,3
1962,melted,chocolate,chocolate must be melted to make candy.,Action,3
1963,melted,chocolate,i melted the chocolate to make candy.,Action,4
1964,memory,mind,your memory comes from your mind.,PartOf,10
1965,memory,mind,your memory comes from your mind.,PartOf,9
1966,memory,mind,your memory comes from your mind.,Location,4
1967,memory,mind,your memory comes from your mind.,PartOf,8
1968,memory,mind,your memory comes from your mind.,Location,5
1969,memory,mind,your memory comes from your mind.,HasProperty,2
1970,miles,distance,i can cover a lot of distance if i run for miles.,Thematic,10
1971,miles,distance,"she can run for many miles, so her distance is high.",Thematic,10
1972,miles,distance,the distance covered is 50 miles.,Thematic,10
1973,miles,distance,i can cover a lot of distance if i run for miles.,Thematic,9
1974,miles,distance,"she can run for many miles, so her distance is high.",Thematic,9
1975,miles,distance,the distance covered is 50 miles.,Thematic,9
1976,miles,distance,"she can run for many miles, so her distance is high.",Synonym,7
1977,miles,distance,"although they were once good friends, there was now considerable distance between them small miles",Result-In,8
1978,miles,distance,i can cover a lot of distance if i run for miles.,Thematic,8
1979,miles,distance,"she can run for many miles, so her distance is high.",Has-Prerequisite,5
1980,miles,distance,"although they were once good friends, there was now considerable distance between them small miles",Category-Exemplar-Pairs,4
1981,miles,distance,"although they were once good friends, there was now considerable distance between them small miles",Members-of-the-same-Category,5
1982,miles,distance,i can cover a lot of distance if i run for miles.,Thematic,6
1983,miles,distance,the distance covered is 50 miles.,HasProperty,6
1984,miles,distance,the distance covered is 50 miles.,Category-Exemplar-Pairs,3
1985,miles,distance,"although they were once good friends, there was now considerable distance between them small miles",Category-Exemplar-Pairs,3
1986,miles,distance,"she can run for many miles, so her distance is high.",Synonym,4
1987,miles,distance,"she can run for many miles, so her distance is high.",Category-Exemplar-Pairs,3
1988,miles,distance,i can cover a lot of distance if i run for miles.,Category-Exemplar-Pairs,3
1989,miles,distance,the distance covered is 50 miles.,Result-In,7
1990,miles,distance,i can cover a lot of distance if i run for miles.,Has-Prerequisite,5
1991,military,army,our military has a large army branch.,PartOf,10
1992,military,army,our military has a large army branch.,PartOf,9
1993,military,army,a large branch of the military is the army,PartOf,3
1994,military,army,the military has a vast army.,PartOf,7
1995,military,army,a large branch of the military is the army,PartOf,7
1996,military,army,the military has a vast army.,PartOf,4
1997,military,army,our military has a large army branch.,PartOf,8
1998,military,army,the military has a vast army.,PartOf,5
1999,military,army,a large branch of the military is the army,Category-Exemplar-Pairs,5
2000,military,army,the us army is one branch of our military.,Category-Exemplar-Pairs,5
2001,military,army,our military has a large army branch.,Category-Exemplar-Pairs,4
2002,military,army,our military has a large army branch.,Category-Exemplar-Pairs,5
2003,military,army,a large branch of the military is the army,PartOf,6
2004,military,army,the us army is one branch of our military.,PartOf,6
2005,military,army,our military has a large army branch.,PartOf,3
2006,military,army,the us army is one branch of our military.,PartOf,8
2007,military,army,the us army is one branch of our military.,PartOf,3
2008,military,army,the military has a vast army.,PartOf,3
2009,millions,money,my father saw the millions of money in his life.,Thematic,10
2010,millions,money,some who has millions of dollars has a ton of money.,Thematic,10
2011,millions,money,the money stolen read millions of notes.,Thematic,10
2012,millions,money,my father saw the millions of money in his life.,Thematic,9
2013,millions,money,some who has millions of dollars has a ton of money.,Thematic,9
2014,millions,money,the money stolen read millions of notes.,Thematic,9
2015,millions,money,some who has millions of dollars has a ton of money.,Thematic,3
2016,millions,money,my father saw the millions of money in his life.,Category-Exemplar-Pairs,4
2017,millions,money,the money stolen read millions of notes.,PartOf,4
2018,millions,money,some who has millions of dollars has a ton of money.,Category-Exemplar-Pairs,4
2019,millions,money,some who has millions of dollars has a ton of money.,Has-Prerequisite,5
2020,millions,money,my father saw the millions of money in his life.,Thematic,8
2021,millions,money,the money stolen read millions of notes.,Thematic,3
2022,millions,money,the money stolen read millions of notes.,Thematic,8
2023,millions,money,my father saw the millions of money in his life.,Thematic,3
2024,millions,money,some who has millions of dollars has a ton of money.,Result-In,8
2025,misguided,wrong,"when someone has been misguided, they have been given the wrong facts.",Synonym,6
2026,misguided,wrong,"when someone has been misguided, they have been given the wrong facts.",Synonym,8
2027,misguided,wrong,"when someone has been misguided, they have been given the wrong facts.",Result-In,3
2028,misguided,wrong,"when someone has been misguided, they have been given the wrong facts.",Result-In,5
2029,mission,secret,a secret mission is something that spies go on.,Common-Phrase,4
2030,mission,secret,a secret mission is something that spies go on.,Common-Phrase,8
2031,mission,secret,a secret mission is something that spies go on.,Common-Phrase,5
2032,mission,secret,a secret mission is something that spies go on.,Common-Phrase,2
2033,mommy,child,a child often wants their mommy.,Thematic,10
2034,mommy,child,a child often wants their mommy.,Thematic,9
2035,mommy,child,a child often wants their mommy.,Action,4
2036,mommy,child,a child often wants their mommy.,Emotion-Evaluation,7
2037,mommy,child,a child often wants their mommy.,Members-of-the-same-Category,2
2038,mommy,daddy,a mommy and a daddy are often a child's parents.,Members-of-the-same-Category,6
2039,mommy,daddy,a mommy and a daddy are often a child's parents.,Members-of-the-same-Category,2
2040,mommy,daddy,a mommy and a daddy are often a child's parents.,Members-of-the-same-Category,5
2041,monster,green,the green monster is the famous wall in fenway park.,HasProperty,7
2042,monster,green,the green monster is the famous wall in fenway park.,Common-Phrase,6
2043,monster,green,the green monster is the famous wall in fenway park.,Common-Phrase,2
2044,monster,green,the green monster is the famous wall in fenway park.,Common-Phrase,5
2045,month,july,independence day is in the month of july.,Category-Exemplar-Pairs,4
2046,month,july,independence day is in the month of july.,Category-Exemplar-Pairs,7
2047,month,july,independence day is in the month of july.,Time,5
2048,month,july,independence day is in the month of july.,Category-Exemplar-Pairs,2
2049,mountain,fuji,mt. fuji is a famous mountain in japan.,Common-Phrase,5
2050,mountain,fuji,mt. fuji is a famous mountain in japan.,Category-Exemplar-Pairs,6
2051,mountain,fuji,mt. fuji is a famous mountain in japan.,Category-Exemplar-Pairs,3
2052,movie,scripted,movies are scripted stories about life.,HasProperty,10
2053,movie,scripted,movies are scripted stories about life.,HasProperty,9
2054,movie,scripted,movies are scripted stories about life.,Result-In,6
2055,movie,scripted,movies are scripted stories about life.,Has-Prerequisite,8
2056,movie,scripted,movies are scripted stories about life.,Has-Prerequisite,3
2057,moving,poignant,"if i find a poem moving, i would also find that poem poignant.",Synonym,7
2058,moving,poignant,"if i find a poem moving, i would also find that poem poignant.",Synonym,6
2059,moving,poignant,"if i find a poem moving, i would also find that poem poignant.",Synonym,5
2060,moving,poignant,"if i find a poem moving, i would also find that poem poignant.",Synonym,3
2061,nature,beautiful,nature is all of the beautiful scenery outside.,HasProperty,10
2062,nature,beautiful,nature is all of the beautiful scenery outside.,HasProperty,9
2063,nature,beautiful,nature is all of the beautiful scenery outside.,Emotion-Evaluation,6
2064,nature,beautiful,nature is all of the beautiful scenery outside.,HasProperty,8
2065,nature,beautiful,nature is all of the beautiful scenery outside.,HasProperty,5
2066,nature,beautiful,nature is all of the beautiful scenery outside.,Emotion-Evaluation,3
2067,necessary,needed,something you needed is a necessary thing,Synonym,3
2068,necessary,needed,"if something is necessary, you most likely need it.",Synonym,8
2069,necessary,needed,something you needed is a necessary thing,Category-Exemplar-Pairs,7
2070,necessary,needed,water is a necessary supply that is needed for our survival.,HasProperty,5
2071,necessary,needed,"if something is necessary, you most likely need it.",Has-Prerequisite,5
2072,necessary,needed,something you needed is a necessary thing,Has-Prerequisite,5
2073,necessary,needed,water is a necessary supply that is needed for our survival.,Synonym,4
2074,necessary,needed,"if something is necessary, you most likely need it.",Synonym,4
2075,necessary,needed,something you needed is a necessary thing,Synonym,4
2076,necessary,needed,"if something is necessary, you most likely need it.",Synonym,3
2077,necessary,needed,water is a necessary supply that is needed for our survival.,Synonym,7
2078,necessary,needed,water is a necessary supply that is needed for our survival.,Synonym,3
2079,obedient,listens,"if your child is obedient, they listen when you tell them what to do.",Has-Prerequisite,4
2080,obedient,listens,"if your child is obedient, they listen when you tell them what to do.",Has-Prerequisite,2
2081,obedient,listens,"if your child is obedient, they listen when you tell them what to do.",Has-Prerequisite,8
2082,obedient,listens,"if your child is obedient, they listen when you tell them what to do.",Has-Prerequisite,5
2083,obedient,obeying,an obedient person is an obeying person.,Synonym,10
2084,obedient,obeying,an obedient person is an obeying person.,Synonym,7
2085,obedient,obeying,an obedient person is an obeying person.,Synonym,5
2086,obstruct,plan,i will not let anyone obstruct my plan.,Common-Phrase,6
2087,obstruct,plan,i will not let anyone obstruct my plan.,Action,2
2088,obstruct,plan,i will not let anyone obstruct my plan.,Action,8
2089,obstruct,plan,i will not let anyone obstruct my plan.,Action,5
2090,operator,phone,you used to be able to talk to an operator on the phone.,Thematic,10
2091,operator,phone,you used to be able to talk to an operator on the phone.,Thematic,9
2092,operator,phone,you used to be able to talk to an operator on the phone.,Action,4
2093,operator,phone,you used to be able to talk to an operator on the phone.,Function,5
2094,operator,phone,you used to be able to talk to an operator on the phone.,Function,2
2095,operator,phone,you used to be able to talk to an operator on the phone.,Time,7
2096,operator,sade,"sade sang the song ""smooth operator.""",Thematic,4
2097,operator,sade,"sade sang the song ""smooth operator.""",Action,5
2098,operator,sade,"sade sang the song ""smooth operator.""",Thematic,7
2099,operator,sade,"sade sang the song ""smooth operator.""",Thematic,3
2100,operator,user,"if someone is an operator of something, then they're a user of it.",Synonym,4
2101,operator,user,"if someone is an operator of something, then they're a user of it.",Synonym,3
2102,operator,user,"if someone is an operator of something, then they're a user of it.",Synonym,5
2103,opinion,disagreement,"sometimes when people state their opinions, it can lead to a disagreement.",Result-In,4
2104,opinion,disagreement,"sometimes when people state their opinions, it can lead to a disagreement.",Result-In,7
2105,opinion,disagreement,"sometimes when people state their opinions, it can lead to a disagreement.",Result-In,5
2106,opinion,disagreement,"sometimes when people state their opinions, it can lead to a disagreement.",Result-In,3
2107,order,fries,a lot of people order fries with their meals.,Action,5
2108,order,fries,a lot of people order fries with their meals.,Action,6
2109,order,fries,a lot of people order fries with their meals.,Action,8
2110,order,fries,a lot of people order fries with their meals.,Action,1
2111,order,fries,a lot of people order fries with their meals.,Action,3
2112,organization,company,a company can also be called an organization.,Synonym,7
2113,organization,company,a company can also be called an organization.,Synonym,4
2114,organization,company,a company can also be called an organization.,Synonym,2
2115,organization,company,a company can also be called an organization.,Synonym,5
2116,outspoken,loud,people who are outspoken often speak loudly.,HasProperty,10
2117,outspoken,loud,people who are outspoken often speak loudly.,Category-Exemplar-Pairs,9
2118,outspoken,loud,people who are outspoken often speak loudly.,HasProperty,4
2119,outspoken,loud,people who are outspoken often speak loudly.,Emotion-Evaluation,7
2120,outspoken,loud,people who are outspoken often speak loudly.,HasProperty,3
2121,outspoken,loud,people who are outspoken often speak loudly.,HasProperty,5
2122,outspoken,vehement,if someone is outspoken they are often vehement in their beliefs.,Category-Exemplar-Pairs,10
2123,outspoken,vehement,if someone is outspoken they are often vehement in their beliefs.,HasProperty,9
2124,outspoken,vehement,if someone is outspoken they are often vehement in their beliefs.,Members-of-the-same-Category,8
2125,outspoken,vehement,if someone is outspoken they are often vehement in their beliefs.,HasProperty,4
2126,outspoken,vehement,if someone is outspoken they are often vehement in their beliefs.,HasProperty,5
2127,outspoken,vehement,if someone is outspoken they are often vehement in their beliefs.,Synonym,2
2128,overdue,book,books can be overdue at the library.,Thematic,4
2129,overdue,book,books can be overdue at the library.,Time,5
2130,overdue,book,books can be overdue at the library.,Thematic,3
2131,overdue,book,books can be overdue at the library.,Time,7
2132,overdue,fine,"if a book is overdue at the library, you pay a fine.",Result-In,7
2133,overdue,fine,"if a book is overdue at the library, you pay a fine.",Result-In,5
2134,overdue,fine,"if a book is overdue at the library, you pay a fine.",Result-In,4
2135,overdue,fine,"if a book is overdue at the library, you pay a fine.",Result-In,2
2136,paper,plastic,paper and plastic are two options for bags.,Members-of-the-same-Category,10
2137,paper,plastic,paper and plastic are two options for bags.,Members-of-the-same-Category,9
2138,paper,plastic,paper and plastic are two options for bags.,Common-Phrase,8
2139,paper,plastic,paper and plastic are two options for bags.,Material-MadeOf,6
2140,paper,plastic,paper and plastic are two options for bags.,Thematic,5
2141,paper,plastic,paper and plastic are two options for bags.,Members-of-the-same-Category,2
2142,passing,another,passing on a road involves one car going past another car.,Thematic,6
2143,passing,another,passing on a road involves one car going past another car.,Action,3
2144,passing,by,"when someone walks past you, they are just passing by.",Common-Phrase,4
2145,passing,by,"when someone walks past you, they are just passing by.",Common-Phrase,8
2146,passing,by,"when someone walks past you, they are just passing by.",Common-Phrase,3
2147,passing,by,"when someone walks past you, they are just passing by.",Common-Phrase,5
2148,passing,cautious,i am cautious when passing another vehicle.,Result-In,6
2149,passing,cautious,i am cautious when passing another vehicle.,Action,8
2150,passing,cautious,i am cautious when passing another vehicle.,Action,5
2151,passing,cautious,i am cautious when passing another vehicle.,Emotion-Evaluation,3
2152,patient,hospital,a hospital has many patients.,Location,4
2153,patient,hospital,a hospital has many patients.,Location,7
2154,patient,hospital,a hospital has many patients.,PartOf,5
2155,patient,hospital,a hospital has many patients.,Location,3
2156,payment,money,i want to receive money as my payment.,Function,10
2157,payment,money,money is an accepted form of payment in most places.,Category-Exemplar-Pairs,10
2158,payment,money,i want to receive money as my payment.,Function,9
2159,payment,money,money is an accepted form of payment in most places.,Function,9
2160,payment,money,payments can be made using money.,Function,3
2161,payment,money,"if someone makes a payment, they need to use some form of money to do so.",Function,4
2162,payment,money,money is an accepted form of payment in most places.,Thematic,5
2163,payment,money,payments can be made using money.,Function,4
2164,payment,money,i want to receive money as my payment.,Synonym,4
2165,payment,money,"if someone makes a payment, they need to use some form of money to do so.",Function,5
2166,payment,money,in order to make a payment you need money,Has-Prerequisite,4
